accident_index,longitude,latitude,number_of_vehicles,number_of_casualties,date,time,road_type,speed_limit,junction_detail,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,sex_of_casualty,age_of_casualty,casualty_severity,pedestrian_location,age_group_of_casualty,type,year,label,name,is_surveyed,num_collisions_dimitri,distance_to_collision,project,num_collisions_bexley,avg_four_peak_adpv2,max_one_hour_adpv2
a2019010171195,0.125862,51.509065,1.0,1.0,2019-03-25,17:50,One-way street,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,11.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2019.0,C2019,,,,,,,,
a2019010169650,0.12367,51.459788,1.0,1.0,2019-03-17,15:04,Dual carriageway,30.0,T or staggered junction,"Pelican, puffin, toucan",Daylight,1.0,Wet,Male,13.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2019.0,C2019,,,,,,,,
a2019010168740,0.154674,51.500896,1.0,1.0,2019-12-03,22:09,Single carriageway,20.0,Not at or within 20 metres of junction,Zebra Crossing,Darkness: street lights present and lit,1.0,Wet,Female,34.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2019.0,2019,,,,,,,,
a2019010167965,0.175096,51.456849,1.0,1.0,2019-09-03,10:40,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,51.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2019.0,2019,,,,,,,,
a2019010167385,0.103144,51.432909,1.0,2.0,2019-06-03,17:45,Single carriageway,30.0,Crossroads,"Pelican, puffin, toucan",Darkness: street lights present and lit,2.0,Wet,Female,19.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2019.0,2019,,,,,,,,
a2019010167160,0.146754,51.465465,1.0,1.0,2019-05-03,18:00,Single carriageway,30.0,Crossroads,Zebra Crossing,Darkness: street lights present and lit,2.0,Wet,Male,63.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2019.0,2019,,,,,,,,
a2019010167048,0.140683,51.440656,1.0,1.0,2019-05-03,08:50,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,11.0,Slight,"In centre of carriageway, not on refuge",Child,Collision involving a child,2019.0,C2019,,,,,,,,
a2019010166936,0.120902,51.495999,1.0,1.0,2019-04-03,17:00,Single carriageway,30.0,Roundabout,Central refuge,Daylight,1.0,Dry,Female,12.0,Serious,"In carriageway, crossing elsewhere",Child,Collision involving a child,2019.0,C2019,,,,,,,,
a2019010163369,0.089243,51.462466,1.0,2.0,2019-02-14,15:00,Single carriageway,30.0,T or staggered junction,Central refuge,Daylight,1.0,Wet,Female,11.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2019.0,C2019,,,,,,,,
a2019010163369,0.089243,51.462466,1.0,2.0,2019-02-14,15:00,Single carriageway,30.0,T or staggered junction,Central refuge,Daylight,1.0,Wet,Female,11.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2019.0,C2019,,,,,,,,
a2019010163139,0.091571,51.428062,1.0,1.0,2019-02-13,07:15,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,10.0,Serious,"In carriageway, crossing elsewhere",Child,Collision involving a child,2019.0,C2019,,,,,,,,
a2019010162350,0.148357,51.48424,1.0,1.0,2019-08-02,07:30,Dual carriageway,30.0,Roundabout,Zebra Crossing,Daylight,4.0,Wet,Male,14.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2019.0,C2019,,,,,,,,
a2019010159790,0.137819,51.457579,1.0,1.0,2019-01-27,02:15,Dual carriageway,30.0,T or staggered junction,Central refuge,Darkness: street lights present and lit,1.0,Wet,Male,37.0,Serious,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2019.0,2019,,,,,,,,
a2019010158844,0.148302,51.484618,1.0,1.0,2019-01-21,17:50,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,8.0,Dry,Female,80.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2019.0,2019,,,,,,,,
a2019010158439,0.175982,51.453703,1.0,1.0,2019-01-20,00:46,Single carriageway,20.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Male,49.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2019.0,2019,,,,,,,,
a2019010157685,0.118956,51.460566,1.0,1.0,2019-01-15,18:30,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Female,54.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2019.0,2019,,,,,,,,
a2019010157317,0.102624,51.4263,1.0,1.0,2019-09-01,16:25,Unknown,30.0,T or staggered junction,Pedestrian phase,Darkness: street lights present and lit,9.0,Dry,Male,37.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2019.0,2019,,,,,,,,
a2018010154472,0.104225,51.462998,1.0,1.0,2018-12-26,18:05,Single carriageway,30.0,Not at or within 20 metres of junction,Pedestrian phase,Darkness: street lights present and lit,1.0,Dry,Male,42.0,Serious,On footway or verge,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010152175,0.140378,51.457218,1.0,1.0,2018-12-14,18:10,Single carriageway,30.0,Not at or within 20 metres of junction,Central refuge,Daylight,8.0,Dry,Female,42.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010152089,0.132292,51.462851,1.0,1.0,2018-12-14,06:10,Single carriageway,30.0,Crossroads,Zebra Crossing,Darkness: street lights present and lit,1.0,Dry,Male,60.0,Serious,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010151619,0.181961,51.450786,2.0,1.0,2018-12-12,12:40,Unknown,30.0,Unknown,Unknown,Daylight,1.0,Dry,Female,43.0,Slight,Unknown,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010150655,0.105939,51.462698,1.0,1.0,2018-07-12,19:09,Single carriageway,30.0,T or staggered junction,Pedestrian phase,Darkness: street lights present and lit,1.0,Wet,Male,9.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010150245,0.114906,51.419999,1.0,1.0,2018-05-12,05:15,Single carriageway,30.0,Not at or within 20 metres of junction,Zebra Crossing,Darkness: street lighting unknown,2.0,Wet,Male,38.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010149946,0.123643,51.459501,1.0,1.0,2018-04-12,18:26,Single carriageway,30.0,T or staggered junction,"Pelican, puffin, toucan",Darkness: street lights present and lit,2.0,Wet,Male,13.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010148180,0.1451,51.4842,1.0,1.0,2018-11-26,17:00,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Female,13.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010147659,0.176953,51.451418,1.0,1.0,2018-11-23,17:41,Single carriageway,30.0,Junction more than four arms,Pedestrian phase,Darkness: street lights present and lit,1.0,Dry,Female,49.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010146921,0.14751,51.461944,1.0,1.0,2018-11-20,15:55,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,2.0,Wet,Female,16.0,Slight,"In centre of carriageway, not on refuge",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010146420,0.135171,51.447421,1.0,1.0,2018-11-18,13:37,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,13.0,Serious,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010145348,0.132477,51.445221,1.0,1.0,2018-11-13,13:17,Single carriageway,30.0,T or staggered junction,"Pelican, puffin, toucan",Daylight,1.0,Dry,Female,71.0,Fatal,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010144567,0.120316,51.431233,1.0,1.0,2018-08-11,19:00,Single carriageway,30.0,T or staggered junction,Zebra Crossing,Darkness: street lights present and lit,1.0,Dry,Male,30.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010144030,0.150612,51.442192,1.0,1.0,2018-07-11,19:00,Dual carriageway,30.0,T or staggered junction,Zebra Crossing,Darkness: street lights present and lit,1.0,Wet,Male,60.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010142755,0.132787,51.464191,1.0,1.0,2018-01-11,16:32,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Wet,Female,20.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010142628,0.088988,51.428828,1.0,1.0,2018-01-11,08:39,Single carriageway,30.0,T or staggered junction,Zebra Crossing,Daylight,2.0,Wet,Male,6.0,Serious,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010142460,0.162046,51.498368,1.0,1.0,2018-10-31,09:34,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,53.0,Serious,"In carirageway, not crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010141538,0.13437,51.495008,1.0,1.0,2018-10-26,19:11,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Darkness: street lights present but unlit,1.0,Dry,Male,28.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010140604,0.123038,51.452677,3.0,2.0,2018-10-22,10:14,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,1.0,Slight,On footway or verge,Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010140604,0.123038,51.452677,3.0,2.0,2018-10-22,10:14,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,58.0,Serious,On footway or verge,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010139927,0.102554,51.432902,1.0,2.0,2018-10-18,18:00,Dual carriageway,30.0,Crossroads,Pedestrian phase,Darkness: street lights present and lit,1.0,Dry,Male,13.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010139927,0.102554,51.432902,1.0,2.0,2018-10-18,18:00,Dual carriageway,30.0,Crossroads,Pedestrian phase,Darkness: street lights present and lit,1.0,Dry,Female,32.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010139631,0.0863,51.439308,1.0,1.0,2018-10-16,12:45,Unknown,30.0,Not at or within 20 metres of junction,Unknown,Daylight,1.0,Dry,Female,34.0,Slight,On footway or verge,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010139228,0.149769,51.464061,1.0,1.0,2018-10-15,16:02,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,11.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010138105,0.102841,51.432897,1.0,1.0,2018-10-10,16:15,Single carriageway,30.0,Crossroads,Pedestrian phase,Daylight,1.0,Dry,Female,3.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010137061,0.132461,51.463387,1.0,1.0,2018-05-10,14:33,One-way street,30.0,T or staggered junction,Zebra Crossing,Daylight,1.0,Dry,Female,72.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010136709,0.151999,51.465548,1.0,1.0,2018-03-10,09:20,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,72.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010136258,0.110322,51.467205,1.0,1.0,2018-01-10,15:55,Single carriageway,30.0,Crossroads,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,11.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010136226,0.100749,51.424931,1.0,1.0,2018-01-10,18:45,Single carriageway,30.0,Mini roundabout,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,86.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010135370,0.127306,51.507276,1.0,1.0,2018-09-27,15:24,Single carriageway,30.0,Other,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,14.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010134699,0.146271,51.45702,1.0,1.0,2018-09-24,16:36,Single carriageway,30.0,Roundabout,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,60.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010134494,0.18115,51.466988,1.0,1.0,2018-09-23,20:14,Dual carriageway,40.0,T or staggered junction,Pedestrian phase,Darkness: street lights present and lit,1.0,Wet,Male,33.0,Serious,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010133573,0.126934,51.490017,1.0,1.0,2018-09-19,14:45,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,12.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010133558,0.101671,51.435616,1.0,1.0,2018-09-19,16:23,Single carriageway,30.0,T or staggered junction,"Pelican, puffin, toucan",Daylight,1.0,Dry,Female,11.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010132245,0.189265,51.456045,1.0,1.0,2018-12-09,15:31,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,13.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010131973,0.115019,51.41622,1.0,2.0,2018-11-09,17:30,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,-1.0,Slight,Unknown,Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010131866,0.1145,51.470368,1.0,1.0,2018-10-09,13:00,Single carriageway,30.0,Other,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,36.0,Slight,Unknown,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010131016,0.140084,51.450928,1.0,1.0,2018-06-09,16:40,Single carriageway,30.0,Not at or within 20 metres of junction,Zebra Crossing,Daylight,8.0,Dry,Female,13.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010131010,0.191766,51.472186,1.0,1.0,2018-06-09,08:50,Unknown,30.0,Slip road,Unknown,Daylight,8.0,Dry,Female,45.0,Slight,Unknown,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010130684,0.110801,51.461981,1.0,1.0,2018-08-24,13:30,Unknown,30.0,T or staggered junction,Unknown,Daylight,9.0,Unknown,Female,2.0,Slight,Unknown,Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010130443,0.097801,51.42966,1.0,1.0,2018-03-09,18:44,Single carriageway,20.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,24.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010130338,0.126062,51.474385,1.0,1.0,2018-03-09,10:33,Roundabout,30.0,Roundabout,"Pelican, puffin, toucan",Daylight,1.0,Dry,Male,84.0,Slight,"In centre of carriageway, not on refuge",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010129757,0.10225,51.432548,1.0,1.0,2018-08-30,17:46,Single carriageway,30.0,Not at or within 20 metres of junction,Pedestrian phase,Daylight,1.0,Dry,Female,28.0,Slight,Unknown,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010127210,0.132115,51.462135,1.0,1.0,2018-08-15,13:30,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,53.0,Slight,"In centre of carriageway, not on refuge",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010126447,0.107065,51.462138,1.0,1.0,2018-11-08,12:15,Single carriageway,30.0,Junction more than four arms,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,12.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010125236,0.181869,51.466975,2.0,1.0,2018-05-08,12:23,Single carriageway,30.0,Not at or within 20 metres of junction,Central refuge,Daylight,1.0,Dry,Male,28.0,Serious,On footway or verge,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010124180,0.122535,51.413926,2.0,1.0,2018-07-28,17:25,Unknown,30.0,Unknown,Unknown,Daylight,1.0,Dry,Female,-1.0,Slight,"In carirageway, not crossing",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010120443,0.184358,51.449752,1.0,1.0,2018-11-07,22:30,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Male,42.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010118878,0.179244,51.478355,1.0,1.0,2018-04-07,19:20,Single carriageway,30.0,Junction more than four arms,Pedestrian phase,Daylight,1.0,Dry,Male,14.0,Slight,On footway or verge,Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010118524,0.110394,51.421969,1.0,1.0,2018-03-07,14:15,Single carriageway,30.0,Other,Central refuge,Daylight,1.0,Dry,Female,11.0,Slight,On footway or verge,Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010117741,0.103871,51.445918,1.0,1.0,2018-06-26,17:22,Single carriageway,30.0,Junction more than four arms,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,13.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010117225,0.177489,51.480815,1.0,2.0,2018-06-27,17:20,One-way street,30.0,Roundabout,"Pelican, puffin, toucan",Daylight,1.0,Dry,Female,-1.0,Slight,"In carirageway, not crossing",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010116638,0.125513,51.48114,1.0,1.0,2018-06-25,15:47,Dual carriageway,30.0,Not at or within 20 metres of junction,Zebra Crossing,Daylight,1.0,Dry,Female,12.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010115605,0.180739,51.479496,1.0,1.0,2018-06-20,09:25,Unknown,30.0,T or staggered junction,Zebra Crossing,Daylight,8.0,Dry,Female,33.0,Slight,Unknown,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010114813,0.1213,51.489669,1.0,1.0,2018-06-16,21:55,Dual carriageway,30.0,Crossroads,"Pelican, puffin, toucan",Darkness: street lights present and lit,1.0,Dry,Male,55.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010114609,0.181518,51.480741,1.0,1.0,2018-06-15,20:45,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,31.0,Serious,On footway or verge,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010114419,0.151842,51.453051,1.0,1.0,2018-06-14,23:00,Dual carriageway,30.0,T or staggered junction,Pedestrian phase,Darkness: street lights present and lit,1.0,Dry,Female,29.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010111672,0.092294,51.457097,1.0,1.0,2018-01-06,19:55,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,6.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010109773,0.084217,51.466234,2.0,5.0,2018-05-23,05:40,Single carriageway,30.0,Using private drive or entrance,Central refuge,Daylight,1.0,Dry,Male,82.0,Slight,On footway or verge,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010107832,0.150299,51.441658,1.0,1.0,2018-05-14,13:52,Single carriageway,20.0,Mini roundabout,Zebra Crossing,Daylight,1.0,Dry,Male,74.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010104765,0.132309,51.46321,1.0,1.0,2018-04-29,16:18,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,19.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010104721,0.117964,51.417696,1.0,1.0,2018-04-28,17:10,Single carriageway,30.0,T or staggered junction,Central refuge,Daylight,1.0,Dry,Female,37.0,Slight,"In centre of carriageway, not on refuge",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010104661,0.102163,51.430661,1.0,1.0,2018-04-28,20:21,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Wet,Male,12.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010104529,0.140378,51.457218,1.0,1.0,2018-04-27,21:40,Single carriageway,20.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Darkness: street lights present and lit,2.0,Wet,Male,24.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010104001,0.182219,51.471285,1.0,1.0,2018-04-25,14:40,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,7.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010103995,0.188784,51.452008,1.0,1.0,2018-04-25,16:50,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,5.0,Slight,"In carirageway, not crossing",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010103111,0.099601,51.456337,1.0,1.0,2018-04-21,15:00,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,83.0,Slight,On footway or verge,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010102486,0.147902,51.408967,1.0,2.0,2018-04-18,17:40,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,72.0,Serious,Unknown,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010102436,0.092823,51.42777,1.0,2.0,2018-04-18,11:57,Dual carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,46.0,Serious,"In centre of carriageway, not on refuge",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010102350,0.101792,51.463312,1.0,1.0,2018-02-04,11:45,Single carriageway,30.0,Not at or within 20 metres of junction,Unknown,Daylight,1.0,Dry,Male,57.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010102295,0.142641,51.483976,1.0,1.0,2018-04-17,16:49,One-way street,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,8.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010100382,0.09222,51.464922,1.0,1.0,2018-06-04,21:48,Dual carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Male,51.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010100169,0.162815,51.475062,1.0,1.0,2018-05-04,20:49,Single carriageway,30.0,Other,"Pelican, puffin, toucan",Darkness: street lights present and lit,1.0,Dry,Female,17.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010100011,0.180096,51.45091,1.0,1.0,2018-04-04,11:55,Roundabout,30.0,Roundabout,"Pelican, puffin, toucan",Daylight,1.0,Dry,Male,25.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010098329,0.094193,51.463987,1.0,1.0,2018-03-26,09:50,Single carriageway,30.0,T or staggered junction,Pedestrian phase,Daylight,1.0,Dry,Female,41.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010098226,0.138517,51.457432,1.0,1.0,2018-03-24,22:20,Single carriageway,30.0,T or staggered junction,Pedestrian phase,Darkness: street lighting unknown,1.0,Dry,Female,34.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010098015,0.092076,51.464924,1.0,1.0,2018-03-23,22:51,Dual carriageway,30.0,T or staggered junction,"Pelican, puffin, toucan",Darkness: street lights present and lit,2.0,Wet,Male,25.0,Serious,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010097999,0.175979,51.449098,1.0,1.0,2018-03-23,21:39,One-way street,30.0,Not at or within 20 metres of junction,Pedestrian phase,Darkness: street lights present and lit,1.0,Dry,Female,17.0,Slight,"In centre of carriageway, not on refuge",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010097401,0.101221,51.463412,1.0,1.0,2018-03-21,06:40,Single carriageway,30.0,T or staggered junction,Zebra Crossing,Daylight,1.0,Dry,Female,30.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010097316,0.102932,51.450521,1.0,1.0,2018-03-20,14:45,Single carriageway,30.0,Crossroads,"Pelican, puffin, toucan",Daylight,1.0,Dry,Male,59.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010096984,0.166246,51.471491,1.0,1.0,2018-03-19,07:42,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,11.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010096022,0.157097,51.49729,2.0,1.0,2018-03-13,20:20,Roundabout,50.0,Roundabout,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Male,61.0,Fatal,Unknown,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
